S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
260,46-55,Male,<2,Quarterly,5000.0,No,1-3,Mobile,Fashion,50.0,7.0,5000.0,Books,Yes
261,18-25,Female,5-10L,Weekly,10000.0,No,5+,Mobile,Electronics,25.0,60.0,1000.0,Fashion,Yes
262,55+,Male,2-5L,Quarterly,10000.0,Yes,5+,Mobile,Groceries,40.0,7.0,2000.0,Home & Furniture,Yes
263,36-45,Female,10-20L,Rarely,5000.0,Yes,<1,Desktop,Electronics,30.0,30.0,10000.0,Home & Furniture,No
264,18-25,Male,5-10L,Monthly,5000.0,Yes,3-5,Desktop,Electronics,30.0,7.0,1000.0,Home & Furniture,No
265,55+,Female,5-10L,Weekly,5000.0,Yes,3-5,Mobile,Books,30.0,30.0,500.0,Books,Yes
266,26-35,Male,>20L,Monthly,5000.0,No,1-3,Mobile,Fashion,50.0,30.0,1000.0,Home & Furniture,Yes
267,26-35,Male,<2L,Quarterly,5000.0,No,3-5,Mobile,Electronics,30.0,7.0,10000.0,Fashion,No
268,18-25,Male,<2L,Monthly,3000.0,Yes,1-3,Both,Home & Furniture,30.0,60.0,500.0,Groceries,No
269,18-25,Female,5-10L,Monthly,10000.0,No,<1,Mobile,Electronics,25.0,7.0,1000.0,Fashion,No
270,18-25,Female,<2,Quarterly,10000.0,Yes,3-5,Mobile,Electronics,15.0,7.0,500.0,Groceries,Yes
271,18-25,Male,2-5L,Monthly,5000.0,Yes,1-3,Both,Home & Furniture,30.0,60.0,2000.0,Fashion,No
274,46-55,Male,5-10L,Weekly,10000.0,No,1-3,Desktop,Books,25.0,60.0,1000.0,Electronics,No
275,55+,Male,5-10L,Weekly,15000.0,No,1-3,Mobile,Electronics,15.0,7.0,5000.0,Fashion,Yes
276,36-45,Female,5-10L,Bi-weekly,12000.0,No,3-5,Desktop,Groceries,40.0,30.0,5000.0,Home & Furniture,No
277,36-45,Male,<2L,Weekly,10000.0,No,<1,Mobile,Electronics,25.0,30.0,10000.0,Fashion,Yes
280,55+,Male,5-10L,Weekly,7000.0,Yes,1-3,Desktop,Electronics,30.0,15.0,1000.0,Fashion,Yes
283,26-35,Female,2-5L,Quarterly,20000.0,Yes,3-5,Mobile,Fashion,15.0,7.0,5000.0,Home & Furniture,No
284,26-35,Male,5-10L,Weekly,12000.0,Yes,<1,Mobile,Electronics,30.0,15.0,5000.0,Electronics,Yes
285,46-55,Male,5L-10L,Quarterly,10000.0,Yes,<1,Mobile,Fashion,10.0,30.0,2000.0,Electronics,No
286,36-45,Male,<2,Weekly,10000.0,Yes,<1,Mobile,Fashion,25.0,15.0,500.0,Electronics,No
287,18-25,Male,5-10L,Quarterly,12000.0,Yes,3-5,Mobile,Books,30.0,60.0,2000.0,Groceries,No
288,36-45,Male,5-10L,Weekly,7000.0,Yes,3-5,Desktop,Electronics,30.0,30.0,2000.0,Electronics,Yes
289,55+,Male,5-10L,Weekly,15000.0,Yes,1-3,Both,Fashion,15.0,30.0,500.0,Fashion,No
290,18-25,Male,2-5L,Quarterly,10000.0,Yes,3-5,Mobile,Groceries,50.0,30.0,1000.0,Groceries,No
292,18-25,Male,2-5L,Weekly,3000.0,Yes,3-5,Both,Books,60.0,60.0,2000.0,Home & Furniture,No
293,55+,Female,10-20L,Weekly,10000.0,No,1-3,Mobile,Books,30.0,7.0,500.0,Electronics,No
294,18-25,Male,<2,Quarterly,5000.0,Yes,<1,Mobile,Home & Furniture,50.0,60.0,500.0,Fashion,No
295,55+,Male,5-10L,Quarterly,3000.0,Yes,<1,Both,Groceries,40.0,30.0,1000.0,Books,No
297,55+,Male,5-10L,Weekly,15000.0,No,<1,Both,Fashion,50.0,30.0,2000.0,Electronics,Yes
299,55+,Male,>20L,Quarterly,3000.0,No,1-3,Mobile,Electronics,30.0,30.0,1000.0,Fashion,Yes
300,46-55,Male,5-10L,Bi-weekly,3000.0,No,5+,Desktop,Fashion,60.0,30.0,2000.0,Home & Furniture,Yes
301,55+,Male,5-10L,Weekly,5000.0,Yes,3-5,Both,Fashion,50.0,15.0,2000.0,Home & Furniture,No
302,18-25,Male,5-10L,Weekly,5000.0,No,<1,Mobile,Home & Furniture,30.0,60.0,500.0,Home & Furniture,Yes
303,46-55,Male,<2L,Weekly,3000.0,Yes,1-3,Mobile,Electronics,60.0,7.0,1000.0,Fashion,No
304,46-55,Female,5-10L,Weekly,3000.0,No,3-5,Mobile,Books,30.0,30.0,2000.0,Fashion,No
305,55+,Male,10-20L,Quarterly,5000.0,Yes,5+,Mobile,Groceries,20.0,60.0,10000.0,Books,No
307,36-45,Male,2-5L,Rarely,5000.0,Yes,5+,Mobile,Books,40.0,60.0,500.0,Home & Furniture,No
308,46-55,Male,>20L,Monthly,15000.0,No,1-3,Mobile,Fashion,25.0,7.0,1000.0,Electronics,No
309,55+,Male,>20L,Quarterly,20000.0,No,1-3,Desktop,Fashion,15.0,30.0,2000.0,Books,No
310,18-25,Male,>20L,Monthly,12000.0,No,1-3,Both,Groceries,10.0,30.0,5000.0,Electronics,No
311,36-45,Male,>20L,Rarely,5000.0,Yes,3-5,Mobile,Electronics,15.0,7.0,5000.0,Fashion,No
312,36-45,Male,2-5L,Weekly,5000.0,No,3-5,Both,Electronics,40.0,15.0,500.0,Home & Furniture,Yes
313,26-35,Male,2-5L,Quarterly,10000.0,Yes,3-5,Mobile,Groceries,10.0,7.0,10000.0,Electronics,Yes
314,36-45,Male,5-10L,Monthly,12000.0,Yes,<1,Both,Home & Furniture,40.0,30.0,2000.0,Home & Furniture,Yes
315,36-45,Male,<2L,Weekly,10000.0,No,<1,Desktop,Electronics,10.0,30.0,1000.0,Electronics,No
316,36-45,Female,<2L,Weekly,12000.0,No,5+,Mobile,Electronics,10.0,30.0,5000.0,Home & Furniture,No
317,55+,Male,<2L,Weekly,10000.0,No,<1,Both,Groceries,50.0,7.0,500.0,Electronics,No
318,55+,Female,10-20L,Bi-weekly,20000.0,No,1-3,Mobile,Electronics,50.0,30.0,2000.0,Books,Yes
319,26-35,Female,>20L,Weekly,12000.0,Yes,3-5,Desktop,Fashion,30.0,15.0,10000.0,Fashion,No
320,55+,Male,5L-10L,Weekly,3000.0,No,1-3,Desktop,Home & Furniture,20.0,30.0,10000.0,Home & Furniture,No
321,55+,Male,>20L,Bi-weekly,10000.0,Yes,3-5,Mobile,Electronics,10.0,60.0,500.0,Home & Furniture,No
323,36-45,Male,<2L,Rarely,5000.0,No,<1,Mobile,Electronics,40.0,7.0,1000.0,Home & Furniture,No
324,46-55,Male,2-5L,Quarterly,7000.0,No,3-5,Mobile,Fashion,30.0,15.0,5000.0,Electronics,Yes
325,55+,Male,2-5L,Weekly,10000.0,No,<1,Both,Fashion,50.0,60.0,5000.0,Fashion,Yes
327,55+,Female,5-10L,Quarterly,15000.0,No,3-5,Mobile,Electronics,60.0,30.0,500.0,Fashion,Yes
328,46-55,Female,2-5L,Weekly,5000.0,No,<1,Mobile,Electronics,40.0,15.0,1000.0,Electronics,No
329,46-55,Female,<2,Rarely,15000.0,Yes,5+,Mobile,Electronics,20.0,7.0,1000.0,Home & Furniture,No
330,26-35,Female,>20L,Bi-weekly,5000.0,No,1-3,Mobile,Electronics,20.0,15.0,5000.0,Fashion,Yes
331,55+,Male,5-10L,Rarely,10000.0,No,3-5,Mobile,Home & Furniture,20.0,7.0,500.0,Home & Furniture,Yes
332,55+,Male,5-10L,Weekly,5000.0,Yes,5+,Both,Electronics,20.0,7.0,1000.0,Home & Furniture,No
333,55+,Female,10-20L,Weekly,10000.0,Yes,3-5,Mobile,Groceries,30.0,30.0,5000.0,Books,No
334,55+,Female,10-20L,Bi-weekly,20000.0,No,1-3,Mobile,Electronics,50.0,30.0,500.0,Groceries,No
335,18-25,Female,<2L,Monthly,10000.0,No,3-5,Mobile,Groceries,20.0,15.0,1000.0,Home & Furniture,No
336,46-55,Female,5-10L,Weekly,15000.0,Yes,5+,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,No
337,18-25,Male,2-5L,Weekly,10000.0,Yes,5+,Mobile,Fashion,60.0,30.0,1000.0,Books,Yes
338,55+,Male,2-5L,Weekly,7000.0,No,3-5,Mobile,Electronics,20.0,30.0,1000.0,Groceries,No
339,18-25,Female,<2,Rarely,10000.0,Yes,5+,Both,Electronics,30.0,15.0,1000.0,Home & Furniture,Yes
340,55+,Male,>20L,Quarterly,5000.0,No,5+,Mobile,Fashion,30.0,30.0,5000.0,Fashion,No
343,55+,Male,5L-10L,Quarterly,10000.0,Yes,1-3,Desktop,Groceries,30.0,7.0,1000.0,Home & Furniture,No
344,46-55,Male,5-10L,Weekly,10000.0,Yes,3-5,Desktop,Electronics,20.0,30.0,5000.0,Home & Furniture,No
345,55+,Male,>20L,Bi-weekly,5000.0,No,<1,Mobile,Groceries,60.0,7.0,1000.0,Home & Furniture,Yes
346,55+,Male,>20L,Rarely,5000.0,Yes,<1,Mobile,Fashion,50.0,15.0,5000.0,Home & Furniture,No
348,26-35,Male,5L-10L,Rarely,5000.0,Yes,<1,Desktop,Fashion,30.0,7.0,1000.0,Home & Furniture,Yes
349,46-55,Male,>20L,Weekly,10000.0,Yes,3-5,Mobile,Electronics,10.0,15.0,500.0,Fashion,No
350,18-25,Male,10-20L,Weekly,20000.0,Yes,<1,Mobile,Groceries,50.0,15.0,500.0,Home & Furniture,No
351,46-55,Male,2-5L,Monthly,5000.0,No,<1,Mobile,Groceries,20.0,15.0,10000.0,Home & Furniture,No
352,26-35,Male,2-5L,Quarterly,7000.0,No,3-5,Mobile,Home & Furniture,30.0,30.0,1000.0,Home & Furniture,Yes
353,46-55,Male,2-5L,Bi-weekly,15000.0,No,3-5,Mobile,Electronics,40.0,30.0,2000.0,Home & Furniture,No
354,46-55,Male,5-10L,Quarterly,20000.0,No,1-3,Both,Books,50.0,60.0,1000.0,Books,Yes
355,36-45,Male,5L-10L,Weekly,3000.0,No,5+,Mobile,Electronics,50.0,30.0,500.0,Home & Furniture,Yes
356,46-55,Male,5-10L,Monthly,12000.0,No,3-5,Desktop,Electronics,30.0,60.0,1000.0,Fashion,Yes
358,55+,Male,2-5L,Quarterly,12000.0,No,5+,Mobile,Fashion,50.0,7.0,2000.0,Electronics,Yes
359,36-45,Male,<2,Weekly,5000.0,No,1-3,Both,Electronics,20.0,15.0,5000.0,Home & Furniture,Yes
360,46-55,Female,10-20L,Quarterly,5000.0,Yes,1-3,Mobile,Electronics,50.0,30.0,2000.0,Home & Furniture,No
361,55+,Female,5L-10L,Quarterly,7000.0,No,1-3,Mobile,Groceries,20.0,15.0,5000.0,Electronics,No
362,55+,Male,2-5L,Quarterly,5000.0,Yes,3-5,Mobile,Groceries,25.0,60.0,2000.0,Home & Furniture,No
363,18-25,Female,>20L,Quarterly,7000.0,Yes,3-5,Desktop,Electronics,25.0,30.0,500.0,Fashion,Yes
365,46-55,Male,10-20L,Quarterly,20000.0,No,<1,Desktop,Books,30.0,7.0,2000.0,Electronics,Yes
367,55+,Male,10-20L,Weekly,10000.0,No,3-5,Mobile,Books,20.0,60.0,5000.0,Electronics,No
369,36-45,Male,<2,Rarely,10000.0,No,<1,Mobile,Home & Furniture,10.0,60.0,2000.0,Home & Furniture,Yes
370,55+,Male,<2,Weekly,10000.0,Yes,1-3,Mobile,Fashion,60.0,60.0,5000.0,Electronics,No
371,55+,Male,2-5L,Quarterly,3000.0,No,<1,Desktop,Fashion,50.0,15.0,500.0,Fashion,No
372,26-35,Male,2-5L,Weekly,10000.0,No,<1,Mobile,Fashion,30.0,30.0,1000.0,Electronics,Yes
373,55+,Male,5-10L,Weekly,5000.0,No,<1,Mobile,Books,40.0,30.0,2000.0,Groceries,Yes
374,36-45,Male,5-10L,Weekly,5000.0,No,1-3,Mobile,Electronics,10.0,60.0,1000.0,Home & Furniture,No
375,18-25,Male,<2,Weekly,5000.0,No,3-5,Mobile,Groceries,20.0,7.0,5000.0,Electronics,Yes
376,18-25,Male,>20L,Weekly,7000.0,No,5+,Mobile,Fashion,20.0,30.0,1000.0,Groceries,No
377,55+,Male,5L-10L,Monthly,5000.0,No,1-3,Mobile,Home & Furniture,40.0,15.0,10000.0,Home & Furniture,No
378,36-45,Female,5L-10L,Weekly,10000.0,No,1-3,Mobile,Home & Furniture,30.0,30.0,1000.0,Fashion,No
379,36-45,Male,5-10L,Weekly,5000.0,Yes,<1,Both,Fashion,20.0,60.0,500.0,Home & Furniture,Yes
380,55+,Male,2-5L,Weekly,5000.0,No,5+,Mobile,Home & Furniture,40.0,30.0,1000.0,Books,No
382,55+,Male,5-10L,Weekly,7000.0,No,5+,Desktop,Home & Furniture,20.0,15.0,500.0,Electronics,Yes
384,36-45,Male,<2,Quarterly,3000.0,No,5+,Desktop,Electronics,50.0,7.0,1000.0,Electronics,Yes
385,36-45,Male,<2,Rarely,10000.0,Yes,5+,Mobile,Home & Furniture,30.0,7.0,10000.0,Home & Furniture,No
386,55+,Male,>20L,Monthly,20000.0,No,3-5,Mobile,Home & Furniture,30.0,60.0,500.0,Home & Furniture,No
387,55+,Male,5L-10L,Weekly,3000.0,No,3-5,Mobile,Fashion,40.0,30.0,500.0,Electronics,No
388,55+,Male,<2L,Bi-weekly,3000.0,No,5+,Mobile,Electronics,25.0,7.0,1000.0,Home & Furniture,Yes
389,18-25,Female,10-20L,Weekly,10000.0,No,1-3,Desktop,Groceries,10.0,15.0,5000.0,Fashion,No
390,55+,Male,5L-10L,Quarterly,10000.0,No,3-5,Mobile,Home & Furniture,30.0,60.0,1000.0,Home & Furniture,No
392,18-25,Female,5-10L,Weekly,15000.0,Yes,5+,Mobile,Home & Furniture,30.0,60.0,1000.0,Fashion,Yes
393,46-55,Male,5L-10L,Weekly,10000.0,Yes,5+,Mobile,Fashion,30.0,15.0,500.0,Fashion,No
395,18-25,Male,>20L,Weekly,10000.0,Yes,1-3,Desktop,Books,10.0,60.0,1000.0,Groceries,No
396,36-45,Male,>20L,Quarterly,12000.0,No,<1,Mobile,Books,30.0,7.0,5000.0,Fashion,Yes
397,55+,Female,2-5L,Weekly,5000.0,Yes,<1,Mobile,Groceries,30.0,60.0,5000.0,Home & Furniture,No
398,55+,Male,5-10L,Weekly,20000.0,No,3-5,Desktop,Home & Furniture,25.0,15.0,1000.0,Home & Furniture,Yes
399,36-45,Male,5-10L,Weekly,5000.0,Yes,3-5,Mobile,Fashion,30.0,15.0,500.0,Fashion,Yes
401,26-35,Female,5-10L,Rarely,10000.0,Yes,1-3,Mobile,Electronics,15.0,30.0,1000.0,Fashion,No
402,55+,Male,10-20L,Weekly,10000.0,No,3-5,Mobile,Electronics,40.0,60.0,2000.0,Electronics,No
403,55+,Male,5L-10L,Bi-weekly,15000.0,No,1-3,Mobile,Books,25.0,30.0,2000.0,Electronics,No
404,18-25,Male,2-5L,Weekly,10000.0,No,1-3,Mobile,Fashion,60.0,30.0,2000.0,Fashion,No
406,55+,Male,<2L,Monthly,12000.0,No,3-5,Mobile,Fashion,50.0,30.0,1000.0,Electronics,No
407,26-35,Male,2-5L,Quarterly,20000.0,No,3-5,Mobile,Home & Furniture,30.0,60.0,1000.0,Books,Yes
408,55+,Female,10-20L,Weekly,5000.0,Yes,1-3,Mobile,Groceries,30.0,60.0,2000.0,Electronics,Yes
409,18-25,Male,10-20L,Quarterly,5000.0,No,3-5,Desktop,Books,30.0,30.0,1000.0,Groceries,No
411,46-55,Male,5L-10L,Rarely,12000.0,Yes,1-3,Mobile,Electronics,15.0,60.0,1000.0,Home & Furniture,Yes
413,18-25,Male,10-20L,Quarterly,3000.0,No,3-5,Both,Fashion,50.0,30.0,1000.0,Electronics,Yes
414,55+,Male,<2L,Monthly,10000.0,No,5+,Both,Fashion,15.0,30.0,500.0,Groceries,Yes
416,26-35,Male,5L-10L,Weekly,5000.0,No,<1,Mobile,Electronics,30.0,30.0,1000.0,Electronics,No
418,55+,Male,5-10L,Monthly,12000.0,Yes,3-5,Mobile,Fashion,40.0,30.0,10000.0,Electronics,Yes
419,26-35,Male,5L-10L,Weekly,3000.0,Yes,1-3,Mobile,Books,30.0,60.0,2000.0,Books,No
420,55+,Male,<2,Rarely,5000.0,Yes,1-3,Mobile,Electronics,30.0,30.0,500.0,Electronics,No
421,46-55,Male,>20L,Quarterly,5000.0,Yes,1-3,Mobile,Books,20.0,15.0,10000.0,Electronics,No
422,55+,Male,<2,Bi-weekly,10000.0,No,1-3,Both,Electronics,10.0,60.0,2000.0,Home & Furniture,Yes
423,18-25,Male,5-10L,Rarely,10000.0,Yes,3-5,Desktop,Electronics,30.0,7.0,1000.0,Books,Yes
424,18-25,Male,2-5L,Weekly,10000.0,No,<1,Mobile,Home & Furniture,25.0,30.0,2000.0,Groceries,Yes
425,55+,Male,<2L,Weekly,10000.0,No,<1,Mobile,Books,25.0,60.0,1000.0,Electronics,No
427,26-35,Male,5-10L,Bi-weekly,7000.0,No,<1,Desktop,Home & Furniture,15.0,7.0,500.0,Home & Furniture,No
428,55+,Female,10-20L,Weekly,7000.0,Yes,3-5,Mobile,Books,30.0,60.0,1000.0,Home & Furniture,No
429,18-25,Female,5L-10L,Bi-weekly,10000.0,No,<1,Both,Electronics,60.0,30.0,5000.0,Electronics,No
430,55+,Male,<2L,Weekly,10000.0,No,1-3,Mobile,Electronics,25.0,7.0,1000.0,Fashion,No
431,55+,Female,<2L,Weekly,7000.0,No,1-3,Desktop,Books,10.0,7.0,1000.0,Electronics,No
432,55+,Female,5L-10L,Monthly,10000.0,Yes,1-3,Mobile,Electronics,25.0,15.0,1000.0,Fashion,No
433,55+,Male,5-10L,Bi-weekly,5000.0,No,<1,Desktop,Home & Furniture,30.0,15.0,1000.0,Groceries,No
435,18-25,Male,5-10L,Bi-weekly,10000.0,Yes,1-3,Mobile,Electronics,20.0,7.0,1000.0,Electronics,Yes
436,26-35,Male,5-10L,Monthly,12000.0,Yes,3-5,Mobile,Electronics,20.0,30.0,1000.0,Fashion,No
437,18-25,Male,5-10L,Monthly,20000.0,No,3-5,Mobile,Books,30.0,60.0,1000.0,Fashion,Yes
439,55+,Male,<2L,Weekly,10000.0,No,<1,Desktop,Electronics,30.0,30.0,1000.0,Fashion,Yes
440,46-55,Male,<2,Quarterly,15000.0,No,<1,Mobile,Electronics,20.0,60.0,500.0,Home & Furniture,Yes
441,55+,Male,10-20L,Quarterly,12000.0,No,3-5,Mobile,Electronics,25.0,7.0,2000.0,Groceries,Yes
442,18-25,Male,>20L,Quarterly,10000.0,No,3-5,Mobile,Fashion,50.0,60.0,1000.0,Fashion,No
443,55+,Male,>20L,Weekly,3000.0,No,<1,Desktop,Home & Furniture,30.0,30.0,5000.0,Home & Furniture,Yes
444,26-35,Female,5-10L,Quarterly,20000.0,Yes,3-5,Mobile,Electronics,25.0,7.0,500.0,Home & Furniture,Yes
445,55+,Male,5-10L,Weekly,20000.0,No,3-5,Mobile,Electronics,20.0,7.0,1000.0,Fashion,Yes
446,55+,Female,5-10L,Rarely,10000.0,No,5+,Mobile,Home & Furniture,30.0,7.0,1000.0,Fashion,Yes
447,55+,Female,10-20L,Quarterly,5000.0,No,1-3,Mobile,Electronics,25.0,15.0,1000.0,Fashion,Yes
448,46-55,Female,5-10L,Weekly,5000.0,No,3-5,Both,Groceries,20.0,30.0,1000.0,Electronics,No
449,18-25,Male,<2,Weekly,3000.0,Yes,5+,Mobile,Electronics,30.0,60.0,1000.0,Fashion,No
450,46-55,Female,2-5L,Quarterly,12000.0,Yes,3-5,Desktop,Books,30.0,30.0,500.0,Fashion,No
451,18-25,Female,>20L,Rarely,7000.0,No,3-5,Both,Electronics,20.0,30.0,500.0,Electronics,No
452,55+,Female,5L-10L,Monthly,10000.0,Yes,3-5,Mobile,Books,40.0,7.0,1000.0,Fashion,No
453,55+,Male,10-20L,Weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,30.0,30.0,2000.0,Fashion,Yes
456,26-35,Male,2-5L,Weekly,15000.0,No,1-3,Mobile,Fashion,20.0,15.0,500.0,Electronics,Yes
457,55+,Male,5L-10L,Quarterly,10000.0,No,<1,Mobile,Electronics,25.0,30.0,2000.0,Electronics,Yes
458,36-45,Female,5-10L,Weekly,5000.0,No,<1,Mobile,Fashion,50.0,15.0,2000.0,Fashion,No
459,55+,Male,>20L,Rarely,3000.0,No,3-5,Both,Electronics,30.0,30.0,5000.0,Fashion,Yes
460,46-55,Male,<2,Rarely,15000.0,Yes,1-3,Mobile,Electronics,50.0,15.0,500.0,Books,Yes
461,55+,Female,5L-10L,Monthly,15000.0,No,<1,Both,Electronics,50.0,7.0,2000.0,Books,No
462,18-25,Male,5L-10L,Quarterly,5000.0,No,<1,Both,Home & Furniture,30.0,7.0,2000.0,Books,No
463,55+,Male,2-5L,Bi-weekly,5000.0,No,3-5,Desktop,Books,30.0,60.0,1000.0,Home & Furniture,Yes
464,26-35,Female,5L-10L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,25.0,30.0,2000.0,Electronics,No
466,55+,Male,2-5L,Weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,40.0,30.0,1000.0,Groceries,Yes
467,46-55,Male,5-10L,Quarterly,3000.0,Yes,<1,Mobile,Home & Furniture,10.0,30.0,1000.0,Home & Furniture,Yes
468,55+,Male,2-5L,Weekly,20000.0,Yes,1-3,Mobile,Home & Furniture,15.0,7.0,500.0,Fashion,No
471,36-45,Female,5-10L,Monthly,3000.0,Yes,1-3,Both,Electronics,15.0,30.0,500.0,Groceries,No
472,36-45,Male,<2L,Weekly,10000.0,No,1-3,Mobile,Home & Furniture,30.0,7.0,5000.0,Home & Furniture,No
473,18-25,Male,5-10L,Quarterly,10000.0,No,3-5,Desktop,Groceries,30.0,60.0,5000.0,Electronics,No
474,18-25,Male,<2,Weekly,7000.0,Yes,1-3,Desktop,Electronics,25.0,7.0,2000.0,Electronics,Yes
475,26-35,Male,2-5L,Rarely,20000.0,No,3-5,Mobile,Home & Furniture,30.0,30.0,5000.0,Fashion,No
477,55+,Male,<2L,Quarterly,20000.0,Yes,5+,Mobile,Fashion,25.0,30.0,1000.0,Groceries,Yes
478,46-55,Female,10-20L,Monthly,10000.0,Yes,3-5,Mobile,Home & Furniture,20.0,60.0,1000.0,Books,Yes
480,36-45,Male,2-5L,Bi-weekly,10000.0,Yes,1-3,Desktop,Groceries,30.0,7.0,1000.0,Groceries,Yes
481,36-45,Male,10-20L,Quarterly,10000.0,No,1-3,Desktop,Electronics,10.0,60.0,5000.0,Fashion,No
483,46-55,Female,5-10L,Quarterly,10000.0,No,3-5,Desktop,Books,25.0,7.0,500.0,Home & Furniture,Yes
484,36-45,Male,5-10L,Quarterly,5000.0,Yes,<1,Mobile,Books,20.0,60.0,2000.0,Home & Furniture,No
485,18-25,Male,5-10L,Rarely,12000.0,No,3-5,Both,Electronics,30.0,15.0,5000.0,Home & Furniture,Yes
486,36-45,Female,5-10L,Weekly,12000.0,No,5+,Both,Home & Furniture,30.0,60.0,5000.0,Groceries,Yes
487,36-45,Male,5-10L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,60.0,60.0,1000.0,Fashion,No
488,26-35,Male,5-10L,Monthly,5000.0,Yes,<1,Both,Groceries,30.0,30.0,5000.0,Home & Furniture,Yes
489,46-55,Male,5-10L,Bi-weekly,7000.0,No,5+,Both,Electronics,40.0,15.0,1000.0,Home & Furniture,No
490,46-55,Female,<2L,Quarterly,15000.0,No,<1,Desktop,Electronics,40.0,7.0,500.0,Electronics,No
491,55+,Male,10-20L,Weekly,5000.0,No,5+,Desktop,Electronics,25.0,7.0,5000.0,Electronics,No
492,46-55,Male,<2L,Quarterly,12000.0,Yes,3-5,Mobile,Fashion,20.0,30.0,500.0,Fashion,Yes
493,46-55,Male,<2,Quarterly,5000.0,Yes,3-5,Mobile,Electronics,25.0,30.0,1000.0,Fashion,Yes
494,36-45,Male,5-10L,Quarterly,10000.0,No,3-5,Mobile,Fashion,25.0,30.0,500.0,Home & Furniture,Yes
495,55+,Male,10-20L,Rarely,5000.0,Yes,1-3,Mobile,Fashion,30.0,7.0,2000.0,Groceries,No
496,46-55,Female,5-10L,Weekly,5000.0,No,<1,Desktop,Fashion,30.0,15.0,500.0,Books,Yes
497,55+,Female,2-5L,Weekly,5000.0,Yes,<1,Mobile,Electronics,25.0,7.0,500.0,Home & Furniture,No
498,46-55,Male,>20L,Bi-weekly,10000.0,Yes,3-5,Mobile,Fashion,40.0,60.0,5000.0,Electronics,No
500,46-55,Male,<2L,Quarterly,5000.0,No,<1,Mobile,Home & Furniture,30.0,7.0,2000.0,Fashion,No
501,55+,Female,<2L,Weekly,10000.0,Yes,<1,Both,Groceries,25.0,7.0,1000.0,Fashion,No
502,55+,Male,2-5L,Rarely,10000.0,Yes,<1,Desktop,Home & Furniture,30.0,30.0,10000.0,Electronics,Yes
503,55+,Male,5-10L,Weekly,7000.0,No,<1,Mobile,Electronics,20.0,7.0,2000.0,Electronics,No
504,36-45,Male,5-10L,Quarterly,12000.0,Yes,3-5,Mobile,Electronics,30.0,15.0,1000.0,Home & Furniture,Yes
505,46-55,Male,5-10L,Quarterly,7000.0,Yes,3-5,Mobile,Books,20.0,30.0,5000.0,Books,Yes
506,55+,Male,5L-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,20.0,7.0,2000.0,Home & Furniture,Yes
507,36-45,Male,<2L,Weekly,3000.0,Yes,<1,Mobile,Fashion,30.0,30.0,1000.0,Fashion,No
508,55+,Male,5-10L,Rarely,5000.0,Yes,1-3,Mobile,Groceries,15.0,60.0,5000.0,Electronics,Yes
509,36-45,Female,5-10L,Weekly,5000.0,No,<1,Mobile,Electronics,30.0,60.0,5000.0,Electronics,No
510,18-25,Female,5L-10L,Bi-weekly,15000.0,No,<1,Desktop,Electronics,50.0,7.0,2000.0,Fashion,Yes
511,18-25,Female,5L-10L,Monthly,3000.0,No,5+,Mobile,Books,30.0,7.0,5000.0,Fashion,No
512,55+,Male,10-20L,Weekly,10000.0,Yes,3-5,Mobile,Electronics,30.0,60.0,5000.0,Electronics,Yes
513,18-25,Male,5-10L,Rarely,12000.0,No,<1,Mobile,Electronics,10.0,30.0,1000.0,Fashion,Yes
514,26-35,Male,>20L,Weekly,5000.0,No,<1,Mobile,Electronics,15.0,15.0,1000.0,Groceries,No
515,36-45,Male,5-10L,Bi-weekly,5000.0,No,3-5,Desktop,Electronics,30.0,60.0,2000.0,Fashion,Yes
516,26-35,Male,<2,Rarely,5000.0,Yes,3-5,Mobile,Home & Furniture,40.0,7.0,1000.0,Fashion,Yes
517,36-45,Male,>20L,Weekly,5000.0,Yes,5+,Desktop,Electronics,15.0,7.0,1000.0,Electronics,No
518,55+,Female,<2,Weekly,15000.0,No,3-5,Mobile,Home & Furniture,30.0,30.0,2000.0,Groceries,No
520,55+,Male,<2,Bi-weekly,7000.0,Yes,3-5,Desktop,Fashion,50.0,30.0,5000.0,Home & Furniture,No
522,36-45,Male,5L-10L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,30.0,15.0,5000.0,Fashion,Yes
523,18-25,Male,5-10L,Bi-weekly,5000.0,Yes,1-3,Mobile,Books,30.0,15.0,500.0,Electronics,No
524,55+,Male,<2,Weekly,5000.0,Yes,<1,Desktop,Fashion,10.0,30.0,5000.0,Electronics,Yes
526,36-45,Male,<2L,Rarely,15000.0,Yes,<1,Mobile,Electronics,25.0,15.0,1000.0,Fashion,No
527,55+,Male,5-10L,Rarely,10000.0,Yes,5+,Mobile,Electronics,15.0,7.0,1000.0,Electronics,No
528,55+,Male,2-5L,Quarterly,3000.0,No,1-3,Desktop,Electronics,10.0,60.0,5000.0,Books,No
